,Unnamed: 0,id,imdb_id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
3428,3428,71672,tt1865567,1.36998,0,0,Wrong Turn 4: Bloody Beginnings,93,Horror|Thriller,10/17/11,115,5.1,2011,0.0,0.0
3429,3429,59436,tt1605783,1.367727,30000000,151119219,Midnight in Paris,94,Fantasy|Comedy|Romance,5/11/11,1117,7.2,2011,29081941.2777441,146494675.096552
3430,3430,38321,tt0822847,1.344998,60000000,78309131,Priest,87,Action|Fantasy|Horror|Science Fiction|Thriller,5/5/11,439,5.3,2011,58163882.5554883,75912718.3084392
3431,3431,51052,tt1430607,1.301204,0,0,Arthur Christmas,97,Drama|Animation|Family|Comedy,2/22/11,225,6.6,2011,0.0,0.0
3432,3432,57157,tt1625346,1.285106,12000000,22939027,Young Adult,94,Comedy|Drama|Romance,12/16/11,219,5.2,2011,11632776.5110976,22237047.8727529
3433,3433,59440,tt1291584,1.246852,25000000,23057115,Warrior,140,Action|Drama,9/9/11,768,7.6,2011,24234951.0647868,22351522.1488064
3434,3434,59965,tt1600195,1.246595,35000000,82087155,Abduction,106,Thriller|Action|Mystery,9/22/11,631,5.5,2011,33928931.4907015,79575127.3789028
3435,3435,48138,tt1401152,1.246283,30000000,130786397,Unknown,113,Action|Mystery|Thriller,2/16/11,779,6.4,2011,29081941.2777441,126784077.249391
3436,3436,38050,tt1385826,1.241191,50200000,127869379,The Adjustment Bureau,106,Thriller|Romance|Fantasy,3/3/11,1097,6.4,2011,48663781.7380919,123956325.709987
3437,3437,37958,tt1253864,1.240414,75000000,226904017,Immortals,110,Fantasy|Action|Drama,11/10/11,596,5.6,2011,72704853.1943604,219960309.935942
3438,3438,60420,tt1758692,1.22871,250000,3542353,Like Crazy,90,Drama|Romance,10/28/11,257,6.4,2011,242349.510647868,3433950.06436803
3439,3439,59861,tt1583420,1.21550499999999,30000000,36160375,Larry Crowne,98,Comedy|Romance|Drama,6/30/11,218,5.6,2011,29081941.2777441,35053796.7443736
3440,3440,39513,tt1092026,1.21340499999999,40000000,97552050,Paul,104,Adventure|Comedy|Science Fiction,2/14/11,1143,6.4,2011,38775921.7036588,94566766.3207854
3441,3441,75736,tt1886493,1.212003,7000000,0,Catch .44,93,Drama|Action|Thriller,12/8/11,71,4.9,2011,6785786.2981403,0.0
3442,3442,69798,tt1716772,1.20877099999999,0,88025781,The Inbetweeners Movie,97,Comedy,8/19/11,204,6.2,2011,0.0,85332019.7989856
3443,3443,62835,tt1657507,1.205338,40000000,60965854,Colombiana,108,Action|Thriller|Crime|Drama,7/27/11,554,6.5,2011,38775921.7036588,59100179.5325174
3444,3444,44943,tt1217613,1.19533,70000000,202466756,Battle: Los Angeles,116,Action|Science Fiction,3/8/11,1041,5.5,2011,67857862.981403,196270876.956245
3445,3445,55779,tt1622979,1.176723,47000000,157887643,Final Destination 5,92,Horror|Mystery,8/12/11,493,5.9,2011,45561708.0017992,153055972.073581
3446,3446,45610,tt1586752,1.128994,30000000,2527904,Machine Gun Preacher,129,Action|Thriller|Crime,9/23/11,166,6.4,2011,29081941.2777441,2450545.18945915
3447,3447,71880,tt0810913,1.123666,79000000,149673788,Jack and Jill,91,Comedy,11/11/11,371,4.2,2011,76582445.3647263,145093477.114451
3448,3448,63492,tt0770703,1.120851,20000000,30426096,What's Your Number?,106,Comedy|Romance,9/30/11,390,6.2,2011,19387960.8518294,29494997.9061002
3449,3449,23047,tt0479997,1.11981,40000000,88100000,Season of the Witch,95,Adventure|Fantasy|Action,1/7/11,453,5.2,2011,38775921.7036588,85403967.5523087
3450,3450,75900,tt1655420,1.116674,6400000,35057696,My Week with Marilyn,99,Drama,10/17/11,212,6.7,2011,6204147.47258542,33984861.8801668
3451,3451,71670,tt1255916,1.114169,6000000,0,Hostel: Part III,88,Horror,12/27/11,133,4.9,2011,5816388.25554883,0.0
3452,3452,74465,tt1389137,1.111078,50000000,120081841,We Bought a Zoo,124,Drama|Comedy|Family,12/22/11,589,6.4,2011,48469902.1295736,116407101.61618
3453,3453,58547,tt1715873,1.109807,0,201146,10 Years,100,Comedy|Drama,9/12/11,100,5.6,2011,0.0,194990.538675104
3454,3454,71469,tt1093357,1.107689,30000000,64626786,The Darkest Hour,89,Horror|Action|Thriller|Science Fiction,12/25/11,309,4.7,2011,29081941.2777441,62649079.8473779
3455,3455,50014,tt1454029,1.105855,25000000,124272124,The Help,146,Drama,8/9/11,1056,7.6,2011,24234951.0647868,120469153.754284
3456,3456,75174,tt1601913,1.102011,25000000,77278331,The Grey,117,Action|Drama|Thriller,12/11/11,955,6.3,2011,24234951.0647868,74913462.8061359
3457,3457,60308,tt1210166,1.081676,50000000,110206216,Moneyball,133,Drama,9/22/11,899,6.9,2011,48469902.1295736,106833690.071813
3458,3458,71859,tt1242460,1.079441,7000000,6038942,We Need to Talk About Kevin,112,Drama|Thriller,9/28/11,345,7.3,2011,6785786.2981403,5854138.55412343
3459,3459,49950,tt1265990,1.074793,16000000,40492759,The Roommate,91,Thriller|Drama|Horror,2/4/11,133,5.5,2011,15510368.6814635,39253601.3137282
3460,3460,417859,tt0448694,1.071695,130000000,554987477,Puss in Boots,90,Action|Adventure|Animation|Family|Fantasy,10/28/11,48,6.9,2011,126021745.536891,538003773.866579
3461,3461,49517,tt1340800,1.058691,30000000,0,Tinker Tailor Soldier Spy,127,Drama|Thriller|Mystery,9/16/11,490,6.5,2011,29081941.2777441,0.0
3462,3462,40805,tt0990407,1.058342,120000000,227817248,The Green Hornet,119,Action|Crime|Comedy,1/12/11,854,5.4,2011,116327765.110976,220845594.279776
3463,3463,49022,tt0491152,1.055533,35000000,59901913,Something Borrowed,112,Comedy|Drama|Romance,5/5/11,180,6.0,2011,33928931.4907015,58068797.2096846
3464,3464,37430,tt0816462,1.054256,90000000,48795021,Conan the Barbarian,113,Adventure|Fantasy|Action,8/17/11,382,5.2,2011,87245823.8332325,47301797.8456097
3465,3465,74018,tt1814614,1.052549,0,0,A Cinderella Story: Once Upon a Song,88,Comedy|Family|Romance,9/5/11,140,6.1,2011,0.0,0.0
3466,3466,58233,tt1634122,1.048895,45000000,160078586,Johnny English Reborn,101,Crime|Adventure|Action|Comedy|Thriller,9/15/11,689,6.0,2011,43622911.9166162,155179867.92921
3467,3467,39538,tt1598778,1.045866,60000000,135458097,Contagion,106,Drama|Thriller|Science Fiction,9/8/11,852,6.1,2011,58163882.5554883,131312814.084965
3468,3468,91417,tt2065968,1.043518,0,0,Dragons: Gift of the Night Fury,22,Animation|Comedy|Adventure,11/15/11,85,6.6,2011,0.0,0.0
3469,3469,73937,tt1053810,1.038162,41000000,7448385,The Big Year,100,Comedy,10/14/11,152,5.4,2011,39745319.7462503,7220449.83946768
3470,3470,38117,tt1152398,1.029084,17000000,43165571,Beastly,86,Drama|Fantasy|Romance,1/21/11,507,6.0,2011,16479766.724055,41844620.0347432
3471,3471,55465,tt1268799,1.024786,19000000,35387212,A Very Harold & Kumar Christmas,108,Comedy,11/4/11,186,6.0,2011,18418562.8092379,34304294.0455694
3472,3472,60935,tt0905372,1.013771,35000000,28128670,The Thing,103,Horror|Science Fiction|Mystery|Thriller,10/12/11,479,6.0,2011,33928931.4907015,27267877.6387014
3473,3473,59108,tt0471042,1.013101,75000000,152930623,Tower Heist,104,Action|Comedy,11/2/11,588,5.8,2011,72704853.1943604,148250646.588494
3474,3474,62838,tt1598822,1.011185,56000000,142044638,New Year's Eve,118,Comedy|Romance,12/8/11,479,5.6,2011,54286290.3851224,137697794.037814
3475,3475,38319,tt1240982,1.004841,49900000,26121638,Your Highness,102,Adventure|Fantasy|Action|Comedy,4/8/11,289,5.1,2011,48372962.3253144,25322264.746483
3476,3476,56590,tt1699114,0.985304,3500000,0,All Star Superman,76,Animation|Action|Adventure,2/22/11,66,6.9,2011,3392893.14907015,0.0
3477,3477,89708,tt0770802,0.982341,4000000,0,Samsara,102,Drama|Documentary,9/16/11,83,7.9,2011,3877592.17036588,0.0
3478,3478,72972,tt2027255,0.980307,0,0,Tom and Jerry & The Wizard of Oz,59,Animation|Family,8/23/11,17,6.0,2011,0.0,0.0
3479,3479,63710,tt1657283,0.954335,0,0,Honey 2,110,Drama|Music|Comedy,6/23/11,60,5.8,2011,0.0,0.0
3480,3480,50357,tt1772240,0.941604,5000000,25562924,Apollo 18,86,Horror|Thriller|Science Fiction,7/20/11,205,4.9,2011,4846990.21295736,24780648.4885145
3481,3481,58151,tt1438176,0.93488,17000000,24922237,Fright Night,106,Horror|Comedy,8/18/11,328,6.1,2011,16479766.724055,24159567.7648007
3482,3482,65759,tt1402488,0.93092,130000000,150406466,Happy Feet Two,100,Music|Family|Animation|Comedy,11/17/11,232,5.8,2011,126021745.536891,145803733.7335
3483,3483,41446,tt1262416,0.929466,40000000,97138686,Scream 4,111,Horror|Mystery,4/11/11,499,6.0,2011,38775921.7036588,94166052.0683076
3484,3484,50321,tt1305591,0.921653,150000000,38992758,Mars Needs Moms,88,Adventure|Animation|Family,3/9/11,129,5.5,2011,145409706.38872,37799503.2804429
3485,3485,59678,tt1478964,0.91973,14350531,3964682,Attack the Block,88,Action|Comedy|Science Fiction,5/12/11,427,6.4,2011,13911376.6615482,3843354.97029764
3486,3486,60307,tt1650043,0.917718,21000000,72417394,Diary of a Wimpy Kid: Rodrick Rules,99,Family|Comedy,3/25/11,127,6.4,2011,20357358.8944209,70201279.9931754
3487,3487,83201,tt2268617,0.910291,0,0,Puss in Boots: The Three Diablos,13,Animation|Family,12/8/11,73,6.8,2011,0.0,0.0
3488,3488,64685,tt0477302,0.907952,40000000,55247881,Extremely Loud & Incredibly Close,129,Drama,12/24/11,463,7.0,2011,38775921.7036588,53557187.6987265
3489,3489,59197,tt1758570,0.907622,0,0,Battle of Los Angeles,91,Science Fiction|Thriller,3/10/11,35,3.9,2011,0.0,0.0
3490,3490,55301,tt1615918,0.904531,75000000,342695435,Alvin and the Chipmunks: Chipwrecked,87,Comedy|Fantasy|Family|Music|Animation,12/14/11,308,5.5,2011,72704853.1943604,332208283.894033
3491,3491,50780,tt1321860,0.903312,21000000,970816,The Beaver,91,Drama,2/11/11,144,6.0,2011,20357358.8944209,941107.130116482
3492,3492,64639,tt0999913,0.897265,25000000,10324441,Straw Dogs,110,Thriller,9/16/11,75,5.3,2011,24234951.0647868,10008492.8962511
3493,3493,74534,tt1412386,0.895829,10000000,136836156,The Best Exotic Marigold Hotel,124,Drama|Comedy,11/28/11,310,6.8,2011,9693980.42591472,132648701.782141
3494,3494,41513,tt0472181,0.879003,110000000,563749323,The Smurfs,103,Animation|Family|Adventure|Comedy|Fantasy,7/29/11,797,5.5,2011,106633784.685061,546497490.228467
3495,3495,51999,tt1439572,0.876730999999999,0,908000,Perfect Sense,92,Drama|Science Fiction|Romance,1/24/11,146,6.7,2011,0.0,880213.422673057
3496,3496,50456,tt0993842,0.863804,30000000,63782078,Hanna,111,Action|Thriller|Adventure,4/7/11,804,6.5,2011,29081941.2777441,61830221.5656166
3497,3497,70670,tt1614989,0.859651,0,15699707,Hodejegerne,100,Thriller|Crime,8/4/11,257,7.0,2011,0.0,15219265.2350596
3498,3498,72432,tt1582248,0.854834,0,68945,Puncture,100,Drama|Mystery,9/23/11,69,6.6,2011,0.0,66835.148046469
3499,3499,85435,tt1640711,0.852907,12468389,29007412,A Few Best Men,97,Comedy,10/14/11,87,5.7,2011,12086831.890869,28119728.4134443
3500,3500,64586,tt1588398,0.851701,10000000,0,Sleeping Beauty,102,Drama|Romance,6/10/11,100,5.4,2011,9693980.42591472,0.0
3501,3501,49020,tt1440292,0.847636,0,864659,Submarine,97,Drama|Comedy|Romance,3/18/11,252,7.4,2011,0.0,838198.742109099
3502,3502,62046,tt1541160,0.846187999999999,5000000,3142154,Flypaper,87,Mystery|Comedy|Crime,8/19/11,153,6.1,2011,4846990.21295736,3045997.93712096
3503,3503,50839,tt1615147,0.846125,3500000,19504039,Margin Call,107,Thriller|Drama,9/28/11,313,6.6,2011,3392893.14907015,18907177.2292277
3504,3504,45772,tt0377981,0.827785,36000000,189712432,Gnomeo & Juliet,84,Animation|Family,1/13/11,335,5.7,2011,34898329.533293,183906860.236067
3505,3505,55846,tt1297919,0.815155,15774948,741875,Blitz,97,Crime|Action|Thriller,5/20/11,309,6.0,2011,15292203.7131822,719172.172847548
3506,3506,52067,tt1477837,0.812252,0,6861102,Cedar Rapids,87,Comedy,2/11/11,71,5.7,2011,0.0,6651138.84882043
3507,3507,65057,tt1033575,0.808335999999999,20000000,177243185,The Descendants,115,Comedy|Drama,9/9/11,590,6.6,2011,19387960.8518294,171819196.601678
3508,3508,50359,tt1411704,0.806735,63000000,183953723,Hop,95,Animation,3/30/11,228,5.4,2011,61072076.6832627,178324379.003613
3509,3509,23514,tt0376136,0.806361,45000000,24000000,The Rum Diary,120,Drama|Comedy,10/13/11,234,5.5,2011,43622911.9166162,23265553.0221953
3510,3510,68684,tt1701990,0.803764,10000000,0,Detention,93,Horror|Comedy|Science Fiction,3/16/11,70,5.9,2011,9693980.42591472,0.0
3511,3511,67913,tt1540133,0.802769,6000000,19560274,The Guard,96,Action|Comedy|Thriller|Crime,7/7/11,194,6.6,2011,5816388.25554883,18961691.3281528
3512,3512,58767,tt1571243,0.801419,0,0,Sniper: Reloaded,91,War|Action|Thriller|Drama,4/26/11,30,5.1,2011,0.0,0.0
3513,3513,59968,tt1637706,0.80048,10000000,17273593,Our Idiot Brother,90,Comedy|Drama,8/26/11,199,5.7,2011,9693980.42591472,16744987.2427217
3514,3514,63493,tt1535970,0.786615,10000000,610986,The Ledge,101,Drama|Thriller,5/6/11,44,5.7,2011,9693980.42591472,592288.632450793
3515,3515,68817,tt1068242,0.785489,24000000,63543328,Footloose,113,Drama|Music|Romance,10/6/11,266,6.5,2011,23265553.0221953,61598777.7829479
3516,3516,45156,tt1440161,0.780354,0,1296937,A Little Bit of Heaven,106,Comedy|Drama|Romance,2/3/11,134,6.2,2011,0.0,1257248.18916445
3517,3517,70578,tt1674784,0.780318,36000000,9612469,Trespass,91,Crime|Drama|Thriller,10/14/11,179,5.3,2011,34898329.533293,9318308.6330712
3518,3518,72113,tt1692486,0.779648,25000000,27603069,Carnage,80,Comedy|Drama,9/16/11,382,6.9,2011,24234951.0647868,26758361.0581173
3519,3519,55420,tt1549572,0.779536,100000,1776935,Another Earth,92,Drama|Science Fiction,7/22/11,299,6.8,2011,96939.8042591472,1722557.31081227
3520,3520,10316,tt1124035,0.771868,12500000,75993061,The Ides of March,101,Drama,9/24/11,591,6.4,2011,12117475.5323934,73667524.5839343
3521,3521,54540,tt1482393,0.767071,0,12000000,Beverly Hills Chihuahua 2,93,Family,2/1/11,30,5.0,2011,0.0,11632776.5110976
3522,3522,38356,tt1399103,0.760502999999999,195000000,1123746996,Transformers: Dark of the Moon,154,Action|Science Fiction|Adventure,6/28/11,2456,6.1,2011,189032618.305337,1089358138.29044
3523,3523,72571,tt1778304,0.760193,5000000,205703818,Paranormal Activity 3,83,Horror,10/19/11,406,6.0,2011,4846990.21295736,199408878.522792
3524,3524,63207,tt1634121,0.755324,13000000,0,Intruders,100,Horror|Thriller|Drama,9/12/11,83,5.2,2011,12602174.5536891,0.0
3525,3525,44564,tt1578275,0.747362,70000000,67112664,The Dilemma,111,Comedy|Drama,1/13/11,204,5.2,2011,67857862.981403,65058885.1146991
3526,3526,50725,tt0810922,0.734516,19000000,6928068,Take Me Home Tonight,97,Comedy|Drama|Romance,3/4/11,120,6.3,2011,18418562.8092379,6716055.55814061
3527,3527,75802,tt1435513,0.731793,0,9504139,Hysteria,100,Comedy|Romance,6/6/11,131,6.5,2011,0.0,9213293.74311727
3528,3528,38753,tt1396221,0.709051,15000000,0,Passion Play,94,Drama|Romance|Thriller,5/6/11,16,5.0,2011,14540970.638872,0.0
3529,3529,83899,tt1853739,0.706395,0,14347000,You're Next,95,Horror|Thriller|Mystery,9/10/11,445,6.6,2011,0.0,13907953.7170598
3530,3530,81390,tt1422136,0.70252,4000000,25345000,A Lonely Place to Die,99,Adventure|Action|Thriller|Crime,4/9/11,77,6.1,2011,3877592.17036588,24569393.3894808
3531,3531,64328,tt1204342,0.699052,45000000,165184237,The Muppets,103,Comedy|Family|Music,11/22/11,328,6.4,2011,43622911.9166162,160129276.014765
3532,3532,56288,tt1517489,0.688697,27000000,85564310,Spy Kids: All the Time in the World,89,Family|Comedy|Action,8/18/11,125,4.5,2011,26173747.1499697,82945874.6296899
3533,3533,44945,tt1529572,0.687144,9500000,120000,Trust,104,Crime|Drama|Thriller,4/1/11,164,6.5,2011,9209281.40461898,116327.765110976
3534,3534,74536,tt1535612,0.685977,15000000,0,The Son of No One,90,Drama|Thriller|Crime,11/4/11,57,4.8,2011,14540970.638872,0.0
3535,3535,69778,tt1231586,0.682356,0,0,A Good Old Fashioned Orgy,95,Comedy,9/2/11,47,6.0,2011,0.0,0.0
3536,3536,38684,tt1229822,0.679469,0,34710627,Jane Eyre,120,Drama|Romance,3/11/11,225,6.9,2011,0.0,33648413.8709227
3537,3537,74998,tt1214962,0.666454,17000000,12355798,Seeking Justice,105,Action|Drama|Thriller,9/2/11,171,5.9,2011,16479766.724055,11977686.3958556
3538,3538,57737,tt1800254,0.664022999999999,0,0,Barbie: A Fairy Secret,72,Animation|Family|Fantasy,3/1/11,32,5.4,2011,0.0,0.0
3539,3539,49012,tt1334512,0.661177999999999,40000000,45735397,Arthur,110,Comedy|Romance,4/8/11,180,5.3,2011,38775921.7036588,44335804.3289439
3540,3540,79443,tt2062677,0.660334,0,0,The Smurfs: A Christmas Carol,22,Comedy|Family|Animation|Fantasy,11/26/11,14,5.9,2011,0.0,0.0
3541,3541,72391,tt1704614,0.659941,0,0,Marley & Me: The Puppy Years,86,Family|Comedy|Adventure,6/1/11,24,5.7,2011,0.0,0.0
3542,3542,65851,tt1753968,0.658652999999999,0,0,Jackass 3.5,85,Comedy|Documentary|Action,8/3/11,107,6.2,2011,0.0,0.0
3543,3543,49494,tt1034389,0.658095,25000000,27122040,The Eagle,114,Adventure|Drama,2/8/11,252,5.9,2011,24234951.0647868,26292052.4870876
3544,3544,57431,tt1366344,0.656612,25000000,34942188,The Sitter,81,Comedy,12/9/11,213,5.4,2011,24234951.0647868,33872888.6510632
3545,3545,63310,tt1821593,0.644722999999999,2000000,42070,Rundskop,124,Crime|Drama,2/2/11,56,7.5,2011,1938796.08518294,40782.5756518232
3546,3546,91550,tt1634136,0.628143999999999,0,0,Violet & Daisy,88,Thriller|Crime|Drama|Action|Comedy,9/15/11,50,6.1,2011,0.0,0.0
3547,3547,80591,tt1536048,0.626306,15000000,868439,W.E.,119,Drama|Romance,9/1/11,43,5.8,2011,14540970.638872,841863.066710095
3548,3548,83564,tt1957945,0.625531,0,0,La luna,7,Animation|Comedy|Family|Fantasy,1/1/11,171,7.9,2011,0.0,0.0
3549,3549,79697,tt1349451,0.615488,0,175706,Butter,90,Comedy,9/3/11,77,5.9,2011,0.0,170329.052471577
3550,3550,51248,tt1712159,0.609789999999999,0,0,11/11/11,90,Horror|Thriller,11/11/11,34,4.6,2011,0.0,0.0
3551,3551,81250,tt1835977,0.607142,0,0,Geek Charming,97,Comedy|Drama|Family|TV Movie,11/11/11,104,6.0,2011,0.0,0.0
3552,3552,58626,tt1575694,0.605805,6000000,0,The Hit List,90,Action|Thriller,4/2/11,46,5.1,2011,5816388.25554883,0.0
3553,3553,58428,tt1594562,0.604152,750000,78396,The Innkeepers,102,Horror|Thriller,12/1/11,104,5.2,2011,727048.531943604,75996.928947001
3554,3554,47760,tt1498569,0.601594,8000000,163265,Restless,91,Drama|Romance,9/16/11,93,6.3,2011,7755184.34073177,158268.771423696
3555,3555,76101,tt1579232,0.598246,5000000,0,Freerunner,87,Action,9/14/11,24,4.1,2011,4846990.21295736,0.0
3556,3556,79113,tt1083448,0.597094999999999,0,0,A Princess for Christmas,89,Comedy|Drama|Family,12/3/11,34,6.5,2011,0.0,0.0
3557,3557,101173,tt1372686,0.597001,7700000,1072602,Coriolanus,123,Drama|Thriller,2/14/11,76,5.7,2011,7464364.92795433,1039778.27927969
3558,3558,88794,tt1616195,0.588821,35000000,84606030,J. Edgar,137,Drama|Crime|History,11/9/11,428,5.8,2011,33928931.4907015,82016919.8734354
3559,3559,48340,tt0881320,0.587044999999999,30000000,108609310,Sanctum,108,Action|Thriller,2/3/11,193,5.7,2011,29081941.2777441,105285652.52121
3560,3560,56831,tt1510938,0.585459,0,0,The Sunset Limited,90,Drama,2/12/11,45,7.0,2011,0.0,0.0
3561,3561,70868,tt1742650,0.58425,24000000,30551495,I Don't Know How She Does It,89,Comedy,9/16/11,94,5.2,2011,23265553.0221953,29616559.4512431
3562,3562,48231,tt1571222,0.580693999999999,15000000,27462041,A Dangerous Method,99,Drama|Thriller,9/30/11,308,5.9,2011,14540970.638872,26621648.7909667
3563,3563,43959,tt1596346,0.578282,18000000,47088990,Soul Surfer,106,Action|Drama,4/8/11,225,6.9,2011,17449164.7666465,45647974.7336094
3564,3564,62206,tt1622547,0.570978,28000000,40547440,30 Minutes or Less,83,Action|Comedy|Adventure,8/11/11,337,5.5,2011,27143145.1925612,39306608.9680951
3565,3565,77949,tt1687901,0.570634,4798235,209696,The Awakening,107,Drama|Horror|Thriller,8/17/11,243,6.2,2011,4651399.61689389,203278.891939261
3566,3566,57089,tt0844993,0.566856,30000000,13521829,Hoodwinked Too! Hood VS. Evil,86,Comedy|Animation|Family,4/29/11,86,4.9,2011,29081941.2777441,13108034.5648566
3567,3567,74308,tt1683526,0.564556,0,72689,Detachment,97,Drama,4/24/11,181,7.1,2011,0.0,70464.5743179315
3568,3568,72912,tt1321861,0.564107,0,0,Carjacked,89,Action|Thriller,11/22/11,18,5.1,2011,0.0,0.0
3569,3569,81232,tt1629443,0.562704,0,0,Foster,90,Comedy|Drama|Family,2/10/11,11,6.9,2011,0.0,0.0
3570,3570,69735,tt1672723,0.559451,0,0,Batman: Year One,64,Action|Adventure|Animation|Science Fiction|Crime,9/27/11,161,7.1,2011,0.0,0.0
3571,3571,58443,tt1630626,0.545038,7000000,0,Blue Crush 2,113,Drama|Romance,6/7/11,21,5.2,2011,6785786.2981403,0.0
3572,3572,94363,tt1205558,0.540954,0,0,Hick,99,Comedy|Drama,9/10/11,96,5.7,2011,0.0,0.0
3573,3573,50601,tt1486193,0.539108,20000000,17479,5 Days of War,113,War|Drama,4/14/11,29,5.9,2011,19387960.8518294,16944.1083864563
3574,3574,59722,tt1846444,0.534119,0,0,2012: Ice Age,91,Action|Adventure|Science Fiction,6/27/11,63,4.0,2011,0.0,0.0
3575,3575,71677,tt1436568,0.531976,8000000,0,Assassination Games,101,Action,7/28/11,54,5.8,2011,7755184.34073177,0.0
3576,3576,55787,tt1067583,0.530139,38000000,114156230,Water for Elephants,120,Drama|Romance,3/15/11,558,6.7,2011,36837125.6184759,110662825.911621
3577,3577,69668,tt1462041,0.528255,50000000,38502340,Dream House,92,Drama|Thriller|Mystery,9/30/11,235,5.9,2011,48469902.1295736,37324093.0311913
3578,3578,55720,tt1554091,0.524684,10000000,1759252,A Better Life,98,Drama,6/24/11,27,6.6,2011,9693980.42591472,1705415.44522513
3579,3579,58231,tt1083462,0.523036,0,0,Mardi Gras: Spring Break,88,Comedy,9/23/11,24,4.4,2011,0.0,0.0
3580,3580,84228,tt1533058,0.521522,4000000,0,Julia X,92,Horror,9/24/11,15,4.1,2011,3877592.17036588,0.0
3581,3581,59296,tt1436559,0.52043,1,1378,"Love, Wedding, Marriage",90,Comedy|Romance,6/3/11,55,5.3,2011,0.969398042591472,1335.83050269104
3582,3582,57118,tt1606180,0.514888,0,0,That's What I Am,101,Comedy|Drama|Family,4/1/11,28,6.7,2011,0.0,0.0
3583,3583,75622,tt1640548,0.512775,12000000,972512,Rampart,108,Crime|Drama|Action|Thriller,12/10/11,63,5.2,2011,11632776.5110976,942751.229196718
3584,3584,50837,tt1441326,0.509793,0,3538446,Martha Marcy May Marlene,101,Drama|Thriller,10/21/11,140,6.6,2011,0.0,3430162.62621562
3585,3585,64720,tt1675192,0.509532,5000000,3099314,Take Shelter,120,Thriller|Drama,11/25/11,248,6.9,2011,4846990.21295736,3004468.92497634
3586,3586,51588,tt1604171,0.506031,8000000,10130000,Prom,104,Comedy,4/29/11,78,5.8,2011,7755184.34073177,9820002.17145161
3587,3587,76543,tt1204340,0.496602,0,22321,Tyrannosaur,93,Drama|Romance,10/7/11,49,7.1,2011,0.0,21637.9337086842
3588,3588,67748,tt1680114,0.495308,0,8452,Snowtown,119,Crime|Drama|Horror|Thriller,5/16/11,46,6.3,2011,0.0,8193.35225598312
3589,3589,57276,tt1440266,0.49518,4317946,14624826,Pina,106,Documentary,2/24/11,48,7.2,2011,4185808.40041567,14177277.6976408
3590,3590,106938,tt1720619,0.494147,0,0,Neverland,180,Adventure|Fantasy|Family,12/3/11,58,5.8,2011,0.0,0.0
3591,3591,145316,tt2100093,0.493696,0,0,Air Mater,6,Animation|Family,8/4/11,21,5.8,2011,0.0,0.0
3592,3592,74626,tt1560671,0.492689,0,0,JÃ¤garna 2,129,Crime|Thriller|Mystery,9/15/11,13,6.3,2011,0.0,0.0
3593,3593,57718,tt1847645,0.492646,0,0,Megamind: The Button Of Doom,16,Animation|Action|Comedy|Family,2/25/11,26,6.2,2011,0.0,0.0
3594,3594,73936,tt1410051,0.491446,0,0,Retreat,89,Thriller,10/14/11,31,5.3,2011,0.0,0.0
3595,3595,72213,tt1630036,0.487945,1000000,34522221,Courageous,129,Drama,9/30/11,51,6.7,2011,969398.042591472,33465773.4633102
3596,3596,81033,tt1874757,0.486844,0,0,The Good Witch's Family,85,Drama|Family|Fantasy,10/29/11,10,6.1,2011,0.0,0.0
3597,3597,86812,tt1748207,0.486641,0,0,Sound of My Voice,85,Science Fiction|Drama|Mystery,1/22/11,46,5.7,2011,0.0,0.0
3598,3598,77221,tt1701210,0.484734,40000000,5446000,Black Gold,130,Adventure|Drama,12/21/11,55,5.6,2011,38775921.7036588,5279341.73995315
3599,3599,74523,tt1781781,0.483517,0,0,Born To Race,99,Action,3/19/11,27,5.7,2011,0.0,0.0
3600,3600,78080,tt1855134,0.482803,0,0,Beethoven's Christmas Adventure,90,Comedy|Family,11/8/11,13,5.4,2011,0.0,0.0
3601,3601,73567,tt1726669,0.482368,10000000,3665069,Killer Joe,102,Drama|Thriller,9/10/11,196,6.3,2011,9693980.42591472,3552910.71456268
3602,3602,82424,tt2033372,0.478285,0,0,Small Fry,7,Animation|Adventure|Comedy|Family|Fantasy,11/23/11,89,6.8,2011,0.0,0.0
3603,3603,73362,tt1865543,0.477405,0,0,TRON: The Next Day,10,Science Fiction|Thriller,3/14/11,26,5.0,2011,0.0,0.0
3604,3604,38322,tt1464174,0.475663,32000000,83615414,"Big Mommas: Like Father, Like Son",107,Crime|Comedy|Action,2/16/11,223,5.4,2011,31020737.3629271,81056618.6620756
3605,3605,50698,tt1703199,0.472008,1000000,0,Grave Encounters,92,Thriller|Horror,9/9/11,204,6.0,2011,969398.042591472,0.0
3606,3606,70584,tt1716747,0.470726,350000,0,Hellraiser: Revelations,75,Horror,10/18/11,30,2.9,2011,339289.314907015,0.0
3607,3607,65291,tt1683043,0.464885,3500000,0,Green Lantern: Emerald Knights,84,Action|Adventure|Animation|Science Fiction,4/9/11,82,6.5,2011,3392893.14907015,0.0
3608,3608,50217,tt0893412,0.46351,93,2500000,From Prada to Nada,107,Comedy|Drama|Romance,1/28/11,47,5.2,2011,90.1540179610069,2423495.10647868
3609,3609,74726,tt1838571,0.45584,0,0,Juan de los Muertos,100,Horror|Comedy,10/14/11,50,6.2,2011,0.0,0.0
